"file_name","section_number","a_Otsikko","b_Nykyinen_sisalto","c_Paivitystarve","d_Viittaus_uuteen_lakiin"
"10455","3","Ontelolaatta Kevytsoraeriste","Ontelolaatta Kevytsoraeriste
Mittakaava 1:20
Vedeneristeen ylösnosto≥ 300mm valmiista ulkotason pinnasta. Ylänoston yläreunassa mekaaninen kiinnitys, alareunassa eristeen alla pyöristys.
Sokkeliosan lämmöneristeenä alumiinipintainen polyuretaani 90mm, kiinnitys bitumilla liimaten. Lämmöneristeiden väli tiivistetään polyuretaanivaahdolla.
Kuorielementin ja lämmöneristeen välinen asennusvara 20 mm.","Uuden lain 33 §:n mukaan rakennuksen on oltava terveellinen ja turvallinen, ja siinä on otettava huomioon sisäilman epäpuhtaudet. Tämä edellyttää, että käytettävien eristemateriaalien, kuten polyuretaanin, päästöt on arvioitava ja dokumentoitava terveellisyyden varmistamiseksi.","33 § Terveellisyys"
"10455","3","Metallirakenteinen ulkoseinä Mineraalivillaeriste","Metallirakenteinen ulkoseinä Mineraalivillaeriste
Kevytorsirunko
Mittakaava 1:20
RTYP301/RTUS303
Seinon pystyrangat liitetään yläpäästään teräsrunkoon
pystyliikkeet sallivilla kiinnikkeilla.
Seinän ja katon liittymäkohdassa höyrynsulun alla kuumo- sinkitty suojapelti. Höyrynsulku 200mm limittäin, sou- massa teippous.
Katon lämmöneristekerroksen yloosasta paineentasaus-
putkel esim. 50 2000 seinän ilmarakoon.","Uuden lain 37 §:n mukaan rakennuksen energiatehokkuuden vähimmäisvaatimusten täyttyminen on osoitettava laskelmilla. Tämä edellyttää, että höyrynsulun ja eristeiden energiatehokkuus on arvioitava ja dokumentoitava.","37 § Energiatehokkuus"
"10455","3","Ontelolaatta Kevytsoraeriste","Ontelolaatta Kevytsoraeriste
Mittakaava 1:20
Vedeneristeen ylösnosto≥ 300mm valmiista ulkotason pinnasta. Ylänoston yläreunassa mekaaninen kiinnitys, alareunassa eristeen alla pyöristys.
Sokkeliosan lämmöneristeenä alumiinipintainen polyuretaani 90mm, kiinnitys bitumilla liimaten. Lämmöneristeiden väli tiivistetään polyuretaanivaahdolla.
Kuorielementin ja lämmöneristeen välinen asennusvara 20 mm.","Uuden lain 38 §:n mukaan rakennuksen hiilijalanjälki ja hiilikädenjälki on raportoitava rakentamislupaa varten tehtävässä ilmastoselvityksessä. Tämä edellyttää, että käytettävien materiaalien, kuten polyuretaanin, hiilijalanjälki on arvioitava ja dokumentoitava.","38 § Rakennuksen vähähiilisyys"
"10455","4","Yläpohjan ontelon palokatkot","Yläpohjan ontelon palokatkot RakMk E1:n mukaan. Kattoluukku jokaiseen palo-osastoon.
Jokaisen yläpohjaosaston tuuletus varmistettava. Tuuletus rakennesuunnitelman mukaan esim. 0,1...0,2% yläpohjan pinta-alasta.
Vesikattorakenteet ankkuroidaan runkoon korroosionkestävillä kiinnikkeillä rakennesuunnitelman mukaan.","Uuden lain 32 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan sen käyttötarkoituksen edellyttämällä tavalla paloturvalliseksi. Tämä sisältää vaatimuksen, että palon ja savun kehittymistä ja leviämistä rakennuksessa sekä palon leviämistä lähistöllä oleviin rakennuksiin on pystyttävä rajoittamaan. Nykyinen ohjeistus ei riittävästi käsittele savun leviämisen rajoittamista.","32 § Paloturvallisuus"
"10455","4","Vedeneristeen ylösnosto","Vedeneristeen ylösnosto ≥ 300mm, yläreunassa mekaaninen kiinnitys, taitteessa pyöristys.
Vedeneristeen ylösnoston suojana 0,6mm muovipinnoitettu kuumasinkitty pelti. Limitys ulkoverhouksen kanssa ≥ 100mm. Ulkoverhouksen alareuna avoin seinän tuuletusrakoon.","Uuden lain 29 §:n mukaan rakennuksen on täytettävä olennaiset tekniset vaatimukset, mukaan lukien vedeneristyksen osalta. Nykyinen ohjeistus ei ota huomioon kaikkia teknisiä vaatimuksia, kuten vedeneristyksen pitkäaikaiskestävyyttä ja korjattavuutta.","29 § Rakentamiselle asetettavat vaatimukset"
"10455","4","Katon kallistus","Katon kallistus tehdään kevytsorakerroksen paksuutta vaihtelemalla. Kevytsorakerroksen tuuletus suunnitellaan valmistajan ohjeen mukaan. Tuuletus varmistettava kevytsorakerroksessa menevien kanavien ja rakenteiden kohdalla.","Uuden lain 33 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan terveelliseksi ja turvalliseksi, ottaen huomioon sisäilma, kosteus- ja lämpöolosuhteet. Nykyinen ohjeistus ei riittävästi käsittele kosteuden hallintaa ja tuuletuksen varmistamista.","33 § Terveellisyys"
"10455","4","Seinän ulkokuori","Seinän ulkokuori vahvennetaan, kun ulokkeen korkeus ≥ 400mm.
Seinän lämmöneristeen tuuletusurien kokoojakanava ulkokuoren vahvennoksen alla. Tuuletusurat yhdistetään räystään tuuletukseen.","Uuden lain 35 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus ja sen piha- ja oleskelualueet suunnitellaan ja rakennetaan esteettömyys ja käytettävyys huomioon ottaen. Nykyinen ohjeistus ei käsittele esteettömyyttä ja käytettävyyttä riittävästi.","35 § Esteettömyys"
"10455","4","Yläpohjan höyrynsulku","Yläpohjan höyrynsulun tarve ja laatu tarkistetaan rakennuksen käyttöolosuhteita vastaavaksi. Liittymäkohdassa höyrynsulku limitetään seinän höyrynsulun kanssa 200mm ja sauma tehdään tiiviiksi.","Uuden lain 33 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan terveelliseksi ja turvalliseksi, ottaen huomioon sisäilma, kosteus- ja lämpöolosuhteet. Nykyinen ohjeistus ei riittävästi käsittele höyrynsulun vaikutusta sisäilman laatuun.","33 § Terveellisyys"
"10486","5","2 POHJASUHTEIDEN SELVITTÄMINEN","Koska pohjasuhteilla on olennainen merki- tys pientalon rakennuskustannuksiin, kan- nattaa tontin pohjasuhteet selvittää alusta- vasti jo ennen tontin hankintaa tai ainakin viimeistään siinä vaiheessa, kun rakennus- ta ja sen sijoittamista tontille aletaan suun- nitella.
Pohjasuhteiden selvittämiseksi on suunni- tellulla rakennuspaikalla yleensä suoritetta- va pohjatutkimus, jos tontin pohjasuhteista ei ennestään ole riittävän luotettavaa tie- toa. Tietoja alueella tehdyistä pohjatutki- muksista saa kunnan rakennusviranomaisil- ta.
Pohjatutkimuksilla selvitetään:
• tontin korkeussuhteet
• maakerrokset ja maalajit
• kallionpinnan tai kantavan pohjakerrok- sen korkeusasema
• pohjaveden pinnan korkeusasema
• kuivatus- ja viemärivesien purkutaso ja -paikka
• radonin esiintyminen maaperässä.
Pohjatutkimusten suorittamisesta antaa oh- jeita TPO-83, Talonrakennuksen pohjatutkimus- ohjeet. Tutkimukset suoritetaan rakennuksen ja pohjasuhteiden vaatimassa laajuudes- sa.
Pohjatutkimukset voivat käsittää esimerkik- si:
• tontin kartoituksen ja pintavaaituksen • kairauksia maakerrosten tiiviyden, lujuu- den ja kerrosrajojen selvittämiseksi
• kairauksia paalupituuksien määrittämi- seksi
• kalliopinnan korkeuden selvittämisen koekuoppia kaivamalla tai kairausten avulla
• maanäytteiden ottoa näytteenottimilla tai koekuopista kaivamalla maalajien ja
niiden ominaisuuksien selvittämiseksi
• maanäytteiden laboratoriotutkimuksia, esimerkiksi maaperän routivuuden ja
painumisominaisuuksien selvittämiseksi
• radonmittauksia.
Tutkimuksia tehdään niin paljon ja sillä tarkkuudella, että:
• voidaan valita suunnitellun rakennuksen lattia- ja pihatasot
• voidaan valita rakennuksen, putkijohto- jen yms. perustamistapa ja -taso
• valittu perustamistapa voidaan yksityis- kohtaisesti suunnitella sekä routasuojaus ja perustukset mitoittaa.","Uuden lain 61 §:n mukaan rakentamislupahakemukseen on liitettävä selvitys rakennuspaikan perustamis- ja pohjaolosuhteista sekä näiden edellyttämästä perustamistavasta ja tarvittavista muista toimenpiteistä. Tämä vaatimus on otettava huomioon pohjasuhteiden selvittämisessä ja pohjatutkimusten suorittamisessa.

d.Viittaus uuteen lakiin:
61 § Rakentamislupahakemus","61 §"
"10486","8","3.2 Perustaminen kantavalle maapohjalle tai kalliolle","Kantavalla rakennuspohjalla on rakennuk- sen perustamistapa, lattiatasot ja alapoh- jarakenne valittavissa melko vapaasti toi- minnallisista ja taloudellisista lähtökohdis- ta. Valittuihin ratkaisuihin vaikuttavat maa- perää enemmän yläpuolisten rakenteiden ratkaisut ja routasuojauksen tarve.
Kalliolle perustettaessa rakennuksen kor- keustasoa ja perustamistapaa suunnitelta- essa olisi varsinkin pienissä kohteissa kus- tannussyistä syytä välttää louhintaa.","Uuden lain 31 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan käyttötarkoitus huomioon ottaen siten, että sen rakenteet ovat lujia ja vakaita, soveltuvat rakennuspaikan olosuhteisiin ja kestävät rakennuksen suunnitellun käyttöiän. Tämä tarkoittaa, että perustamistapaa ja rakennuksen korkeustasoa suunniteltaessa on otettava huomioon myös rakenteiden lujuus ja vakaus, ei pelkästään taloudelliset näkökohdat.","31 § Rakenteiden lujuus ja vakaus"
"10486","9","3.3 Perustaminen pehmeälle maapohjalle","Pehmeikölle rakennettaessa oikean ja talo- udellisen perustamistavan valinnassa on syytä käyttää asiantuntijaa. Perustamistapaan vaikuttaa eniten peh- meiden maakerrosten painuminen. Painu- minen johtuu maapohjalle tulevasta lisä- kuormasta, jota aiheuttavat rakennuksen oma paino sekä rakennuksen alle ja ympä- rille tehtävän maatäytön paino. Painuman suuruus voi vaihdella rakennuk- sen eri osissa rakennuksen kuormien, täyte- kerroksen paksuuden tai painuvan kerrok- sen paksuuden vaihtelujen mukaan. Painu- man laskee geotekninen asiantuntija. Pientalon sallitut painumat riippuvat yläpuo- lisista rakenteista. Perustusten sallitut painu- mat ja painumaerot on esitetty tarkemmin Pohjarakennusohjeissa RIL 121-1988. Painumaa aiheuttavaa lisäkuormitusta voidaan vähentää esimerkiksi alentamalla rakennuksen korkeusasemaa, käyttämällä rakennuksen alla kevyttäytettä tai rakenta- malla rakennuksen alle kellari, jolloin hyö- dynnetään poiskaivettavan maan kuormi- tusta keventävä vaikutus. Painuvalle maapohjalle rakennettaessa voidaan painumalaskelmien perusteella määrittää rakennukselle sellainen korkeus- asema, etteivät sallitut painumat ylity. Vaih- toehtoisesti rakennus perustetaan täysin painumattomaksi paaluilla. Pehmeälle maapohjalle rakennettaessa perustusrakenteet ja -työt eivät saa aiheut- taa haittaa lähialueen rakennuksille.","Uuden lain 31 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan siten, että sen rakenteet ovat lujia ja vakaita, soveltuvat rakennuspaikan olosuhteisiin ja kestävät rakennuksen suunnitellun käyttöiän. Tämä edellyttää, että painumalaskelmat ja perustamistavat ovat tarkasti määriteltyjä ja dokumentoituja, mikä ei käy ilmi vanhasta ohjeesta. Lisäksi uuden lain mukaan on käytettävä rakenteiden lujuuden ja vakauden kannalta soveltuvia rakennustuotteita, mikä voi edellyttää tarkempia ohjeita ja standardeja kuin mitä vanhassa ohjeessa mainitaan.","31 § Rakenteiden lujuus ja vakaus"
"10486","10","4 PERUSTUSTEN YLÄPUOLISET RAKENTEET","Pientalojen ylä- ja välipohjien kuormat siir- retään yleensä seinärakentein perustuksil- le. Kuormat voivat siirtyä ulkoseinälinjoille tai kantavien väliseinien avulla myös laa- taston sisäalueelle. Kuormien keskittymi- salueella käytetään laatassa vahvisteita ja- kamaan kuormia laajemmalle alueelle ja lisäämään laataston jäykkyyttä.
Alapohjan kuormat voidaan siirtää seinä- linjoille, jolloin alapohja tehdään kantava- na. Seinälinjoilta kertyvät kuormat siirre- tään yleisimmin perusmuurianturoilla kanta- valle maapohjalle. Pilari- tai paaluperustus- ta käytettäessä kuormat siirretään sokkeli- palkeilla perustuksille. Elementtiratkaisuis- sa käytetään jossain määrin pilari-palkki- tai pilari-laattarakenteita, joskin näissäkin on mahdollista siirtää kuormat sokkelipal- keilla pitkänomaisille anturoille. Laattape- rustuksessa kuormat jakautuvat rakennus- pohjan alueelle tasaisesti.
Erilaiset rakenteet kestävät eri lailla muo- donmuutoksia. Herkästi vaurioituvat ylä- puoliset rakenteet edellyttävät jäykkiä pai- numattomia perustuksia, kun taas joustavat ylärakenteet sallivat taipuisien perustusten käytön. Perustusten painumien aiheuttamia vaurioita voidaan estää esimerkiksi jaka- malla tiiliseinät liikuntasaumoilla riittävän lyhyisiin seinäjaksoihin.
Laattaperustusta käytettäessä voivat ylä- puoliset rakenneratkaisut vaihdella melko vapaasti. Pehmeikölle rakennettaessa on kuitenkin tarkasteltava painumien suuruutta rakennuksen eri osissa. Laattaperustus so- pii myös suurten kuormakeskittymien, kuten tulisijojen perustamistavaksi.","Uuden lain 31 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan siten, että sen rakenteet ovat lujia ja vakaita, soveltuvat rakennuspaikan olosuhteisiin ja kestävät rakennuksen suunnitellun käyttöiän. Tämä edellyttää, että manuaalissa mainitut perustustavat ja rakenteet on tarkistettava ja varmistettava, että ne täyttävät uuden lain vaatimukset rakenteiden lujuudesta ja vakaudesta.","31 § Rakenteiden lujuus ja vakaus"
"10486","10","5 PERUSTAMISTAVAT","5.1 Yleistä
Taulukossa 1 ja kuvassa 3 on esitetty tyypil- lisimmät pientalojen perustamistavat eri maaperäolosuhteissa.
Kaikissa perustamisvaihtoehdoissa on periaatteessa mahdollista tehdä myös kel- lari, mikäli maaston korkeussuhteet, pohja- veden pinnan korkeusasema ja viemärien liitostasot sen mahdollistavat. Pientaloissa kellaria ei yleensä kannata sijoittaa pohja- veden pinnan alapuolelle.
Mikäli salaojituksella alennetaan pohja- veden pintaa, on selvitettävä sen vaikutuk- set ympäristöön.","Uuden lain 29 §:n mukaan rakennuksen on täytettävä olennaiset tekniset vaatimukset, ja rakentamisen on oltava hyvän rakennustavan mukaista. Tämä tarkoittaa, että manuaalissa esitetyt perustamistavat on tarkistettava ja varmistettava, että ne täyttävät uuden lain vaatimukset teknisistä vaatimuksista ja hyvistä rakennustavoista.","29 § Rakentamiselle asetettavat vaatimukset"
"10486","11","5.2 Maan- tai kallionvaraiset anturaperustukset","Anturaperustukset voivat olla tyypiltään joko perusmuuri- tai pilarianturoita. Maanvaraisten anturoiden leveys mitoite- taan yläpuolisten kuormien ja perustamista- son alapuolella olevan maan kantokyvyn mukaan. Perusmuurin anturan leveyden on oltava vähintään 300 mm ja pilarianturoi- den koon vähintään 400~mm\\times400 mm, kuva 4.
Maanvaraisten anturoiden yksityiskohtai- set perustamistasot määritetään pohjatutki- musten perusteella. Pohjarakennusohjei- den mukaan perustamissyvyyden on oltava vähintään 300 mm, kuva 6. Jos vierekkäi- siä maanvaraisia anturoita joudutaan suun- nittelemaan eri tasoille esimerkiksi osittain kellarillisessa ratkaisussa, on huolehdittava siitä, että ylempänä oleva antura ei kuor- mita alempana olevaa anturaa.
Kalliolle tai karkearakeiselle maalle ra- kennettaessa perusmuurilta ei tarvita pituus- suunnassa jäykkyyttä, vaan perusmuuri voi- daan periaatteessa tehdä ilman jäykistä vää raudoitusta.
Kalliolle perustettaessa ei pientalossa yleensä tarvita erillisiä anturoita, vaan pe- rusmuuri tai -pilarit perustetaan suoraan luonnolliselle tai louhitulle kallionpinnalle. Jos kallionpinta on vino |>15^{\\circ}|, käytetään tarpeen mukaan terästartuntoja tai kalli- opinta tasataan perustusten alta louhimal- la, kuva 5.
Alapohja voi olla maanvarainen tai kan- tava.
Taulukko 1.
Pientalon perustamistapoja eri maaperäolosuhteissa.","Uuden lain 31 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan käyttötarkoitus huomioon ottaen siten, että sen rakenteet ovat lujia ja vakaita, soveltuvat rakennuspaikan olosuhteisiin ja kestävät rakennuksen suunnitellun käyttöiän. Tämä edellyttää, että anturaperustusten suunnittelussa ja toteutuksessa otetaan huomioon rakenteiden lujuus ja vakaus sekä rakennuspaikan olosuhteet, mikä voi vaatia tarkempia ohjeita ja vaatimuksia kuin vanhassa ohjeistuksessa esitetään.","31 § Rakenteiden lujuus ja vakaus"
"10486","12","5.4 Paaluperustukset","Paaluperustuksen suunnittelusta antaa oh- jeita LPO-87 Lyöntipaalutusohjeet.
Paaluperustusta käytetään pehmeiköillä, joissa laattaperustus ei ole mahdollinen. Paalut ovat yleensä teräs- tai teräsbetonitu- kipaaluja, jotka lyödään tiiviiseen maaker- rokseen tai kallioon.
Pienin hyväksytty paalun pituus on 1,5 m. Lyhyiden paalujen (pituus alle 2 m) sijasta on usein edullisempaa käyttää pilariperus- tusta, joka pientaloissa voidaan toteuttaa esimerkiksi kaivonrengasperustuksena.
Paaluilla perustettavassa pientalossa ala- pohja tehdään kantavana ja usein ryömin- tätilaisena, joka tuuletetaan. Kantava ala- pohja voidaan myös valaa maata vasten.
1) Massanvaihto, jos pohjavesi on kaivutason lähellä tai sen alapuolella
2) Paaluperustuksena, jos pohjavesi on lähellä maanpintaa
3) Paaluperustuksena","Uuden lain 31 §:n mukaan rakentamishankkeeseen ryhtyvän on huolehdittava, että rakennus suunnitellaan ja rakennetaan siten, että sen rakenteet ovat lujia ja vakaita, soveltuvat rakennuspaikan olosuhteisiin ja kestävät rakennuksen suunnitellun käyttöiän. Tämä edellyttää, että paaluperustusten suunnittelussa ja toteutuksessa otetaan huomioon rakenteiden lujuus ja vakaus, mikä ei käy ilmi vanhasta ohjeistuksesta.","31 § Rakenteiden lujuus ja vakaus"
"10486","12","5.5 Muut perustamistavat","Muut perustamistavat ovat yleensä edellä esitettyjen perustamistapojen yhdistelmiä ja niiden suhteen sovelletaan edellä esitet- tyjä periaatteita.
Rakennus saattaa sijoittua esimerkiksi sel- laiselle alueelle, jossa perustamisolosuh- teet vaihtuvat rakennuksen eri osissa. Ylei- simpiä tapauksia ovat kallio-/maanvarais- perustus tai paalu-/maanvaraisperustus. Tällöin maanvaraisen alueen perustukset tulee suunnitella siten, etteivät raja-alueella mahdollisesti syntyvät pienet painumaerot vaurioita rakennusta, tai eri tavalla perus- tetut rakennuksen osat erotetaan toisistaan liikuntasaumoilla.","Uuden lain 29 §:n mukaan rakennuksen on täytettävä olennaiset tekniset vaatimukset, ja rakentamisen on oltava hyvän rakennustavan mukaista. Tämä tarkoittaa, että eri perustamistapojen yhdistelmien suunnittelussa on varmistettava, että kaikki tekniset vaatimukset täyttyvät, mikä ei ole selkeästi esitetty vanhassa ohjeistuksessa.","29 § Rakentamiselle asetettavat vaatimukset"
"10486","14","Κυνα 6.","Pienin sallittu perustamissyvyys on 300 mm. Maanvaraisen laattaperustuk- sen yläpinnan tulee olla 200...300 mm maanpintaa ylempänä. Mittakaa- να 1:20.","Uuden lain 29 §:n mukaan rakennuksen on täytettävä olennaiset tekniset vaatimukset, ja perustusten on oltava tarkoituksenmukaisia ja soveltuvia rakennuspaikan olosuhteisiin. Tämä saattaa edellyttää tarkempia ohjeita perustamissyvyydestä ja laattaperustuksen korkeudesta suhteessa maanpintaan, jotta ne täyttävät tekniset vaatimukset ja soveltuvat rakennuspaikan olosuhteisiin.","29 § Rakentamiselle asetettavat vaatimukset"
"10486","14","Κυνα 7.","Suurten kuormakeskittymien, kuten kantavien väliseinien kohdalla maanva- raiseen laattaan tehdään vahvistukset. Mittakaava 1:20.","Uuden lain 31 §:n mukaan kantavien rakenteiden suunnittelun ja mitoituksen on perustuttava rakenteiden mekaniikan sääntöihin ja yleisesti hyväksyttyihin suunnitteluperusteisiin. Tämä saattaa edellyttää tarkempia ohjeita kuormakeskittymien vahvistuksista, jotta ne täyttävät vaaditut suunnitteluperusteet ja kantavuusvaatimukset.","31 § Rakenteiden lujuus ja vakaus"
"10486","14","","","",""
"10563","8","Kuormitukset","Parveketaso ja kaiteet mitoitetaan vähin- tään RakMK osassa B1 esitetyille kuormille. Jos rakenteet mitoitetaan eurooppalaisten esistandardien ja kansallisten sovelta- misasiakirjojen mukaan, vähimmäiskuormi- tuksina on käytettävä esistandardissa SFS- ENV 1991 esitettyjä kuormia. Kuormat mää- ritetään kuitenkin kussakin tapauksessa odotettavissa olevien todellisten olosuhtei- den mukaan. Parvekkeita kannattavien pi- lareiden ja pieliseinien mitoituksessa on otettava huomioon mahdolliset törmäys- kuormat.","Uuden lain 31 §:n mukaan kantavien rakenteiden suunnittelun ja mitoituksen on perustuttava rakenteiden mekaniikan sääntöihin ja yleisesti hyväksyttyihin suunnitteluperusteisiin taikka luotettaviin koetuloksiin tai muihin käytettävissä oleviin tietoihin. Tämä edellyttää, että vanhassa ohjeessa mainitut standardit ja mitoitusperusteet tarkistetaan ja päivitetään vastaamaan uuden lain vaatimuksia.","31 § Rakenteiden lujuus ja vakaus"
